Vardas              Pavarde             Vid.                Med.                
Mantautas           Paulauskas          7.68                5.5                 
Mantrimas           Urbonas             5.14                5                   
Mantrimas           Jankauskas          8.6                 7                   
Mantrimas           Urbonas             6.36                5.5                 
Mantrimas           Kazlaukas           6.26                7                   
Mantvydas           Kavaliauskas        5.66                5                   
Mantvydas           Petrauskas          6.26                5.5                 
Mantvydas           Kavaliauskas        6.5                 6                   
Mantvydas           Sakalauskas         6.88                5                   
Maratas             Kavaliauskas        7.56                6                   
Maratas             zukauskas           5.44                6.5                 
Maratas             Sakalauskas         5.08                5                   
Maratas             Paulauskas          6.22                5                   
Maratas             Vasiliauskas        6.96                5.5                 
Marcelijus          Petrauskas          7.06                5                   
Marcelijus          Vasiliauskas        8.2                 5.5                 
Marcelijus          Pocius              6.88                8                   
Marcelijus          Stankevicius        8.02                5                   
Marcelijus          Sakalauskas         8.06                6                   
Marcelinas          zukauskas           5.24                5.5                 
Marcelinas          Kateiva             7.54                5                   
Marcelinas          Urbonas             8.04                5                   
Marcelinas          Petrauskas          7.7                 6                   
Marcelinas          Kavaliauskas        7.64                6                   
Marcelinas          Paulauskas          7.78                7                   
Marcelinas          Jankauskas          8.4                 7                   
Marcelinas          Jankauskas          5.62                5                   
Marcelinas          Vasiliauskas        6.6                 5.5                 
Marcelinas          Jankauskas          5.26                6                   
Marcelius           Petrauskas          7.16                6.5                 
Marcelius           Jankauskas          5.74                5                   
Marekas             Urbonas             6.86                7                   
Marekas             Stankevicius        6.62                6                   
Marekas             Paulauskas          6.24                5                   
Marekas             Vasiliauskas        8.1                 5.5                 
Marekas             Kazlaukas           5.14                5                   
Margiris            Vasiliauskas        5.06                8                   
Marianas            Sakalauskas         6.48                5                   
Marianas            Baranauskas         6.18                7                   
Marianas            Pocius              7.06                5                   
Marijonas           Paulauskas          6                   6                   
Marijonas           Vasiliauskas        5.06                5.5                 
Marijonas           Kateiva             8.36                5.5                 
Marijonas           Kateiva             8.04                5                   
Marijonas           Vasiliauskas        6.92                5                   
Marijonas           zukauskas           7.78                6                   
Marijonas           Kazlaukas           7.42                7                   
Marijus             Kavaliauskas        8.18                5                   
Marijus             Butkus              7.12                6                   
Marijus             Vasiliauskas        5.26                5                   
Marijus             zukauskas           5.62                5                   
Marijus             Stankevicius        5.4                 5                   
Marijus             Kateiva             5.42                6                   
Marijus             Kavaliauskas        8.2                 8                   
Marijus             Petrauskas          6.78                7                   
Marinas             Paulauskas          6.54                5                   
Marinas             zukauskas           7.56                5                   
Marinas             Kazlaukas           8.16                5                   
Marinas             Butkus              6.14                7                   
Marius              Paulauskas          5.96                6.5                 
Marius              Vasiliauskas        6.18                5                   
Marius              Baranauskas         6.8                 5                   
Marius              Jankauskas          8.22                6                   
Marius              Urbonas             7.44                5                   
Marius              Sakalauskas         7.26                6                   
Marius              Urbonas             5.92                6                   
Marius              Butkus              7.72                6                   
Markas              Urbonas             6.76                7.5                 
Markas              zukauskas           6.48                6                   
Markas              Sakalauskas         5.58                5                   
Markas              Petrauskas          8.12                6                   
Markas              Paulauskas          8.32                5.5                 
Markas              Stankevicius        7.62                6                   
Markas              Paulauskas          7.78                6                   
Martas              Sakalauskas         5.4                 6.5                 
Martas              zukauskas           7.7                 6                   
Martinas            Jankauskas          8.12                5.5                 
Martinas            Butkus              7.58                5                   
Martinas            Stankevicius        5.32                6                   
Martinas            zukauskas           5.8                 5.5                 
Martinas            Stankevicius        7.38                7                   
Martinas            Stankevicius        7.04                6                   
Martinas            Paulauskas          5.7                 5                   
Martinas            Urbonas             5.88                6                   
Martinas            Kateiva             6.46                6                   
Martinas            Jankauskas          6.54                5.5                 
Martynas            Urbonas             5.88                5.5                 
Martynas            Pocius              7.36                5.5                 
Martynas            Butkus              5.58                5                   
Martynas            Pocius              6.28                6                   
Martynas            Butkus              7.46                5                   
Martynas            Paulauskas          7.4                 5                   
Matas               Urbonas             7.54                5                   
Matas               Sakalauskas         6.38                5.5                 
Matas               Kateiva             6.48                6                   
Matas               Vasiliauskas        5.78                5                   
Matas               Stankevicius        7.2                 6.5                 
Mateusas            Baranauskas         5.82                6                   
Mateusas            Kavaliauskas        8.2                 5                   
Mateusas            Petrauskas          8.32                6                   
Mateusas            Kateiva             8.16                5                   
Mateusas            Kavaliauskas        7.02                5.5                 
Mateusas            Paulauskas          6.3                 5                   
Mateusas            Petrauskas          6.28                7                   
Matvejus            Paulauskas          5.36                5                   
Matvejus            Kazlaukas           5.36                7                   
Matvejus            zukauskas           5.76                6                   
Matvejus            Sakalauskas         6.32                7                   
Mazvydas            zukauskas           7.02                5.5                 
Mazvydas            Vasiliauskas        6.12                5                   
Mecislavas          Stankevicius        5.44                5                   
Mecislavas          Stankevicius        7.06                5.5                 
Mecislavas          Baranauskas         5.84                6                   
Mecislavas          Butkus              5.56                6                   
Mecislavas          Pocius              5.38                6                   
Mecislovas          Paulauskas          6.04                5                   
Mecislovas          Butkus              8.06                5                   
Mecislovas          Kavaliauskas        7.14                6.5                 
Mecislovas          zukauskas           8                   5                   
Mecislovas          Kazlaukas           7.42                5                   
Mecislovas          Vasiliauskas        5.98                6                   
Mecys               Kavaliauskas        7.62                5.5                 
Mecys               Petrauskas          6.98                5                   
Mecys               Vasiliauskas        7.96                5                   
Mecys               Butkus              7.18                6                   
Mecys               Sakalauskas         8.2                 5.5                 
Mecys               Petrauskas          5.7                 5.5                 
Mecys               Vasiliauskas        6.16                5                   
Medardas            Paulauskas          6.52                6.5                 
Medardas            Jankauskas          7.18                6.5                 
Medardas            Pocius              5.94                5.5                 
Medardas            Paulauskas          6.46                6                   
Medardas            zukauskas           8.54                6                   
Medardas            Kateiva             7.38                7                   
Medardas            Kazlaukas           8.36                6                   
Medardas            Kavaliauskas        7.5                 7                   
Medas               Pocius              7.56                5.5                 
Medas               Petrauskas          6.2                 5                   
Medas               Vasiliauskas        7                   5.5                 
Medas               Kateiva             8.06                5                   
Medas               zukauskas           8.18                5.5                 
Medas               Jankauskas          7.66                6                   
Medas               Paulauskas          7.36                5                   
Medas               Vasiliauskas        5.64                5                   
Mefodijus           Sakalauskas         8                   5.5                 
Mefodijus           Petrauskas          7.46                6                   
Mefodijus           Butkus              6.94                5                   
Mefodijus           Kazlaukas           5.1                 5.5                 
Mefodijus           Stankevicius        5.34                6                   
Mefodijus           Urbonas             5.76                5                   
Mefodijus           Butkus              5.6                 5                   
Mefodijus           Vasiliauskas        7.32                6.5                 
Mefodijus           Sakalauskas         8.24                5.5                 
Mefodijus           zukauskas           6.44                5.5                 
Mefodijus           Sakalauskas         8.04                7.5                 
Melanijus           Paulauskas          8.28                6                   
Melanijus           Jankauskas          6.58                6.5                 
Melanijus           Kateiva             8                   5                   
Melanijus           Kateiva             6.18                5                   
Melanijus           Jankauskas          6.86                6.5                 
Melanijus           Vasiliauskas        7.76                6.5                 
Melanijus           Petrauskas          5.8                 5                   
Melanijus           Urbonas             5.4                 7                   
Melanijus           Sakalauskas         6.3                 7                   
Melchioras          Pocius              5.18                7.5                 
Melchioras          Vasiliauskas        7.34                6                   
Melchioras          Kavaliauskas        7.2                 5.5                 
Melchioras          Paulauskas          5.26                5                   
Melchioras          Urbonas             8.22                5                   
Melchioras          Stankevicius        6.28                5.5                 
Mendelis            Butkus              5.3                 5.5                 
Mendelis            Paulauskas          7.38                6                   
Mendelis            Pocius              7.54                5.5                 
Mendelis            Paulauskas          5.14                5                   
Mendelis            Stankevicius        6.82                5                   
Merkys              Jankauskas          6.32                5                   
Merkys              Vasiliauskas        7.94                6.5                 
Merkys              Jankauskas          8.22                6.5                 
Merkys              Baranauskas         6                   6                   
Merkys              Kavaliauskas        7.74                6                   
Merkys              Vasiliauskas        7.94                7                   
Merkys              Sakalauskas         7.86                6.5                 
Merkys              Stankevicius        6.16                5                   
Merunas             Sakalauskas         7.64                5                   
Merunas             Vasiliauskas        8.08                5                   
Merunas             Baranauskas         8.52                7                   
Merunas             Jankauskas          6.34                5                   
Merunas             Jankauskas          7.26                6                   
Merunas             Kavaliauskas        7.72                5                   
Michailas           Kavaliauskas        7.94                6                   
Michailas           Stankevicius        8.34                6                   
Michailas           Paulauskas          5.68                5                   
Michailas           Kavaliauskas        8.68                7.5                 
Michailas           Stankevicius        6.62                7                   
Michailas           Urbonas             6.84                5                   
Michailas           Kazlaukas           5.4                 6                   
Michailas           Sakalauskas         7.92                7.5                 
Michailas           Pocius              5.62                5                   
Michalas            Stankevicius        8.22                5.5                 
Michalas            zukauskas           6.44                6                   
Michalas            Kazlaukas           8.66                8                   
Michalas            Paulauskas          5.78                5.5                 
Michalas            Butkus              8.2                 6                   
Michalas            Pocius              8.46                6                   
Miglius             zukauskas           8.24                5.5                 
Miglius             Butkus              6.48                6                   
Miglius             Paulauskas          5.12                5.5                 
Miglius             Vasiliauskas        5.9                 6.5                 
Miglius             Kazlaukas           8.6                 8                   
Mikalojus           Baranauskas         6.86                5.5                 
Mikalojus           Urbonas             8.24                6                   
Mikalojus           Kavaliauskas        6.86                5                   
Mikalojus           Paulauskas          7.4                 7.5                 
Mikalojus           Urbonas             6.28                5                   
Mikalojus           zukauskas           6.72                5                   
Mikalojus           Vasiliauskas        8                   5                   
Mikalojus           Kazlaukas           8.48                6.5                 
Mikalojus           Baranauskas         7.72                5.5                 
Mikalojus           Kavaliauskas        7.58                5                   
Mikalojus           Kazlaukas           7.82                6.5                 
Mikas               Pocius              8.22                5.5                 
Mikas               Paulauskas          6.16                7.5                 
Mikas               zukauskas           7.58                5                   
Mikas               Baranauskas         5.54                6.5                 
Mikas               Paulauskas          6.48                6                   
Mikas               Kazlaukas           5.68                5.5                 
Mikolajus           Baranauskas         8.6                 7                   
Mikolajus           Petrauskas          6.1                 6.5                 
Mikolajus           Petrauskas          7.56                5                   
Mikolajus           Urbonas             5.68                7                   
Milanas             Kazlaukas           8.22                6                   
Milanas             Pocius              6.96                6                   
Milanas             Paulauskas          6.14                7                   
Milanas             Petrauskas          6.7                 7                   
Milanas             Baranauskas         7.42                5                   
Milanas             Baranauskas         5.94                6.5                 
Mildas              Jankauskas          7.52                5                   
Mildas              Sakalauskas         6.9                 5.5                 
Mildas              Urbonas             7.5                 5.5                 
Mildas              Vasiliauskas        5.3                 6                   
Mildas              Kazlaukas           5.08                5                   
Mildas              Urbonas             7.66                5.5                 
Mildas              Butkus              6.42                5.5                 
Milvydas            Stankevicius        5.52                5                   
Milvydas            Kateiva             6.3                 5                   
Milvydas            Kazlaukas           7.8                 6                   
Milvydas            Petrauskas          8.58                7                   
Milvydas            Baranauskas         8.28                6                   
Mindaugas           Urbonas             7.64                5                   
Mindaugas           Pocius              6.94                5.5                 
Mindaugas           Kavaliauskas        6.68                6                   
Mindaugas           Kavaliauskas        7.86                7                   
Mindaugas           Butkus              7.54                5.5                 
Mindaugas           Kavaliauskas        6.22                5                   
Mindaugas           Kazlaukas           8.1                 7.5                 
Mindaugas           Vasiliauskas        5.66                5                   
Mindaugas           zukauskas           5.24                5.5                 
Mindaugas           Vasiliauskas        5.08                5                   
Mindaugas           Sakalauskas         7.62                6                   
Mingaudas           Kateiva             8.18                5.5                 
Mingaudas           Baranauskas         6.54                5.5                 
Mingaudas           Urbonas             5.84                6.5                 
Mingaudas           Jankauskas          7.58                5.5                 
Mingaudas           Baranauskas         6.58                7                   
Minijus             zukauskas           6.44                5.5                 
Minijus             Kateiva             7.08                6                   
Minijus             Butkus              7.78                7                   
Minijus             Jankauskas          8.06                8                   
Minijus             Butkus              8.18                6                   
Minijus             Jankauskas          6.28                5                   
Minijus             Paulauskas          6.08                5                   
Minijus             Kateiva             6.12                7                   
Minijus             Paulauskas          5.18                5                   
Mintaras            Urbonas             6.98                6                   
Mintaras            Kazlaukas           6.48                5.5                 
Mintaras            Pocius              7.8                 6                   
Mintaras            Jankauskas          5.14                5                   
Mintaras            Sakalauskas         8                   6                   
Mintaras            Jankauskas          6.28                5                   
Miroslavas          Kavaliauskas        7.28                6.5                 
Miroslavas          Baranauskas         7.52                5.5                 
Miroslavas          Kavaliauskas        6.6                 5.5                 
Miroslavas          Pocius              6.84                7                   
Miroslavas          Pocius              8.4                 5                   
Miroslavas          zukauskas           6.9                 5                   
Modestas            Sakalauskas         5.56                5                   
Modestas            zukauskas           5.72                5.5                 
Modestas            Pocius              5.1                 6                   
Modestas            Paulauskas          7.52                6                   
Modestas            Petrauskas          5.98                5.5                 
Modestas            Kazlaukas           6.24                5                   
Modestas            Kavaliauskas        6.62                5.5                 
Modestas            Kavaliauskas        5.16                5.5                 
Modestas            Butkus              5.16                5                   
Morkus              Stankevicius        8.66                7                   
Morkus              Jankauskas          6.42                6                   
Morkus              Baranauskas         7.02                6                   
Morkus              Kateiva             8.16                6                   
Morkus              zukauskas           8.44                6                   
Morkus              zukauskas           8.04                6                   
Morkus              zukauskas           8.34                6                   
Morkus              Kavaliauskas        6.52                5.5                 
Motiejus            Kazlaukas           6.1                 5                   
Motiejus            Kavaliauskas        6.82                6.5                 
Motiejus            Sakalauskas         8.1                 5                   
Motiejus            Kavaliauskas        8.18                5.5                 
Motiejus            Kavaliauskas        6.9                 5.5                 
Moze                Vasiliauskas        6.22                7                   
Moze                Sakalauskas         6.4                 5                   
Moze                Kateiva             6.42                5.5                 
Moze                Sakalauskas         6.14                5.5                 
Moze                Urbonas             5.32                6                   
Moze                Vasiliauskas        5.9                 5                   
Moze                Jankauskas          5.26                6                   
Moze                Kateiva             7.58                6                   
Moze                Kazlaukas           6.98                6                   
Mykolas             Vasiliauskas        7.94                7                   
Mykolas             Baranauskas         6.44                5.5                 
Mykolas             Kavaliauskas        6.16                6                   
Mykolas             Kateiva             8.22                6                   
Mykolas             Pocius              5.36                5                   
Naglis              Kateiva             8.5                 7.5                 
Naglis              Baranauskas         6.08                6.5                 
Naglis              Kavaliauskas        7.22                6                   
Naglis              Stankevicius        5.6                 6                   
Napalis             Baranauskas         8.12                7                   
Napalis             Jankauskas          5.52                7                   
Napalis             zukauskas           7.38                7                   
Napalis             Kateiva             8.32                6                   
Napalys             Petrauskas          5.92                5                   
Napalys             Vasiliauskas        8.26                5.5                 
Napalys             Baranauskas         6.34                5.5                 
Napalys             Kateiva             7.28                6.5                 
Napalys             Jankauskas          7.48                6                   
Napalys             zukauskas           5.7                 5                   
Napoleonas          Butkus              7.84                5                   
Napoleonas          zukauskas           8.18                5                   
Napoleonas          Paulauskas          6.94                5                   
Napoleonas          Stankevicius        5.2                 5.5                 
Napoleonas          Butkus              5.52                6.5                 
Napoleonas          Butkus              6.52                7                   
Napoleonas          Kavaliauskas        8.2                 6                   
Napoleonas          Kazlaukas           5.76                5.5                 
Napolis             Kazlaukas           7.54                5.5                 
Napolis             zukauskas           8.56                7.5                 
Napolis             zukauskas           7.72                5.5                 
Napolis             Stankevicius        5.98                6                   
Napolis             Urbonas             5.86                6.5                 
Narcizas            Jankauskas          6.42                6                   
Narcizas            Paulauskas          7.48                5                   
Narcizas            Petrauskas          6.34                5.5                 
Narcizas            Kazlaukas           8.5                 6                   
Narcizas            Sakalauskas         6.72                7                   
Narimantas          Sakalauskas         6.6                 7                   
Narimantas          Petrauskas          6.7                 5                   
Narimantas          Sakalauskas         5                   7.5                 
Narimantas          Petrauskas          5.92                6.5                 
Narimantas          Paulauskas          5.62                6                   
Narsutis            Paulauskas          6.36                7                   
Narsutis            Pocius              8.3                 6                   
Narsutis            Petrauskas          5.88                6                   
Narsutis            Kateiva             7.4                 5                   
Narsutis            Kateiva             6.36                5                   
Narsutis            zukauskas           8.2                 5.5                 
Narsutis            Stankevicius        6.64                6.5                 
Narvydas            Paulauskas          5.04                5                   
Narvydas            Paulauskas          5.4                 6                   
Narvydas            zukauskas           5.82                5.5                 
Narvydas            Kavaliauskas        7.04                8                   
Narvydas            Sakalauskas         6                   6                   
Natanas             Baranauskas         5.42                5.5                 
Natanas             Baranauskas         6.06                6                   
Natanas             Jankauskas          7.62                5                   
Natanas             Petrauskas          7.12                5.5                 
Natanas             zukauskas           8.46                6.5                 
Natanas             Urbonas             5.4                 6.5                 
Natanas             Paulauskas          5.18                5                   
Natas               Kateiva             5.22                5                   
Natas               Stankevicius        7.82                5.5                 
Natas               Vasiliauskas        6.08                6.5                 
Natas               Kazlaukas           5.88                5                   
Natas               Vasiliauskas        7.8                 6.5                 
Natas               Stankevicius        7.74                6.5                 
Naumas              Petrauskas          6.32                5.5                 
Naumas              Jankauskas          7.2                 6                   
Naumas              Stankevicius        7.08                5                   
Naumas              Jankauskas          5.28                5.5                 
Naumas              Stankevicius        6.5                 6                   
Nauris              Kazlaukas           7.98                5                   
Nauris              Butkus              5.86                5.5                 
Nauris              Stankevicius        6.12                6                   
Nauris              Kavaliauskas        8.26                5.5                 
Nauris              Vasiliauskas        8.22                5.5                 
Nauris              Urbonas             7.8                 6.5                 
Nauris              Paulauskas          8.32                6                   
Nauris              Jankauskas          7                   5.5                 
Nauris              Sakalauskas         5.76                6                   
Nauris              Pocius              8.12                5.5                 
Nauris              Kateiva             6.06                6                   
Nauris              Urbonas             5.14                6.5                 
Nazaras             Kavaliauskas        8.02                7.5                 
Nazaras             Kateiva             8.14                5                   
Nazaras             Petrauskas          8.08                5                   
Nazaras             Kateiva             6                   8                   
Nazaras             Jankauskas          7.18                6                   
Nazaras             Butkus              7.66                6                   
Nazaras             Butkus              8.38                6.5                 
Nazaras             Kazlaukas           5.18                6                   
Nazaras             Petrauskas          6.56                8                   
Nazarijus           Butkus              5.18                5.5                 
Nazarijus           Butkus              7.52                5                   
Nedas               Kazlaukas           6.72                7                   
Nedas               Butkus              7.08                6                   
Nedas               Kavaliauskas        5.66                5                   
Nedas               Vasiliauskas        5.34                6                   
Nedas               Kavaliauskas        5.42                7                   
Nedas               Pocius              7.82                6.5                 
Neimantas           Butkus              5.66                5                   
Neimantas           Baranauskas         7.58                8                   
Neimantas           Kateiva             7.94                5                   
Neimantas           Butkus              5.8                 6                   
Neimantas           Kateiva             6.1                 7                   
Neimantas           Urbonas             7.26                6.5                 
Neivydas            Pocius              7.26                6.5                 
Neivydas            Petrauskas          7.38                5                   
Neivydas            Pocius              8.32                7                   
Neivydas            Baranauskas         5.52                6.5                 
Neivydas            Stankevicius        7.76                6.5                 
Neivydas            Petrauskas          5.54                7                   
Neivydas            Paulauskas          5.22                5.5                 
Nemunas             zukauskas           5.84                5.5                 
Nemunas             Petrauskas          7.7                 6                   
Nemunas             Butkus              7.32                6.5                 
Nemunas             Sakalauskas         7.22                6                   
Nemunas             Stankevicius        5.16                7                   
Nemunas             Sakalauskas         5.66                5.5                 
Nemunas             Butkus              7.48                5.5                 
Nemunas             Sakalauskas         6.7                 6.5                 
Nerijus             Kavaliauskas        6.82                5                   
Nerijus             Vasiliauskas        8.28                6                   
Nerijus             Kavaliauskas        7.82                5                   
Nerijus             Kavaliauskas        5.74                6                   
Nerijus             Butkus              6.5                 6                   
Nerijus             Butkus              7.14                6.5                 
Nerijus             Pocius              8.14                6                   
Nerijus             Pocius              5.34                6                   
Nerimantas          Jankauskas          5.84                6                   
Nerimantas          Petrauskas          7.24                5                   
Nerimantas          Baranauskas         5.22                6                   
Nerimantas          zukauskas           8                   5                   
Nerimantas          Butkus              7.62                5.5                 
Nerimantas          Petrauskas          6.46                6                   
Nerimantas          Baranauskas         6.48                6                   
Nerimantas          Kateiva             7.42                6.5                 
Nerimas             Petrauskas          6.28                5                   
Nerimas             Petrauskas          6.14                7                   
Nerimas             Baranauskas         5.5                 6.5                 
Nerimas             Petrauskas          5.04                6.5                 
Nerimas             Vasiliauskas        7.84                6.5                 
Neringas            Urbonas             7.18                6                   
Neringas            zukauskas           6.78                5                   
Neringas            Kavaliauskas        6.32                5                   
Neringas            Sakalauskas         7.46                5                   
Nerius              Paulauskas          5.12                5                   
Nerius              Baranauskas         8.3                 6.5                 
Nerius              Paulauskas          7.86                6.5                 
Nerius              Baranauskas         8.22                5                   
Nerius              Kavaliauskas        7.52                5.5                 
Nerius              Kavaliauskas        8.16                6                   
Nidas               Kateiva             6.76                5                   
Nidas               Kavaliauskas        6.38                5                   
Nidas               Sakalauskas         7.76                7                   
Nidas               Stankevicius        8.18                5                   
Nikandras           Kazlaukas           7.34                6                   
Nikandras           Pocius              6.82                7                   
Nikandras           Petrauskas          5.9                 6                   
Nikas               Vasiliauskas        5.2                 5                   
Nikas               Kavaliauskas        6.3                 6                   
Nikas               Jankauskas          6.54                6                   
Nikas               Butkus              6.46                6.5                 
Nikas               Stankevicius        5.3                 5.5                 
Nikas               Kavaliauskas        5.82                5                   
Nikas               Paulauskas          8.32                5.5                 
Nikas               Butkus              5.26                5.5                 
Nikas               Kazlaukas           7                   5                   
Nikas               Kavaliauskas        5.68                5                   
Nikas               zukauskas           6.54                7                   
Nikiforas           Vasiliauskas        7.02                6                   
Nikiforas           Paulauskas          6.36                5.5                 
Nikiforas           Vasiliauskas        7.38                5.5                 
Nikiforas           Urbonas             8.54                7                   
Nikiforas           Paulauskas          5                   7                   
Nikiforas           Vasiliauskas        7.02                6                   
Nikita              Stankevicius        5.4                 6                   
Nikita              Paulauskas          6.82                6                   
Nikita              Paulauskas          5.38                6                   
Nikita              Petrauskas          5.28                5                   
Nikita              Sakalauskas         7                   6                   
Nikita              Jankauskas          6.24                7.5                 
Nikita              Pocius              5.86                6.5                 
Nikita              Stankevicius        7.94                8                   
Nikita              Kateiva             6.42                5                   
Nikita              Jankauskas          8.08                6                   
Nikodemas           zukauskas           7.42                5                   
Nikodemas           Baranauskas         6.52                8                   
Nikodemas           Pocius              6.78                5.5                 
Nikodemas           Kavaliauskas        8.14                5.5                 
Nikola              Urbonas             5.32                6.5                 
Nikola              Stankevicius        7.28                7                   
Nikola              Pocius              7.24                6                   
Nikolajus           Stankevicius        5.68                5.5                 
Nikolajus           Baranauskas         5.08                5.5                 
Nikolajus           Stankevicius        6.28                5                   
Nikolajus           Pocius              8.52                7                   
Nikolajus           Butkus              7.02                5.5                 
Nikolajus           Butkus              5.88                6                   
Nikolajus           Sakalauskas         6.3                 5                   
Nikolajus           Butkus              7.52                5                   
Nikolajus           Pocius              6.6                 6                   
Nilas               Jankauskas          7.48                5.5                 
Nilas               Kavaliauskas        5.14                6                   
Nojus               Kavaliauskas        8.46                7                   
Nojus               Sakalauskas         5.52                7                   
Nojus               Kateiva             7.96                5                   
Nojus               Petrauskas          7.34                6.5                 
Nojus               Paulauskas          7.62                5                   
Nomedas             Urbonas             6.68                5                   
Nomedas             Jankauskas          5.56                5                   
Norbertas           Pocius              7.98                6                   
Norbertas           Pocius              5.98                7                   
Norbertas           Paulauskas          6.14                5                   
Norbertas           Kateiva             6.48                5                   
Normanas            Petrauskas          8.18                7                   
Normanas            Kazlaukas           8.1                 5                   
Normanas            Pocius              5.2                 5                   
Normanas            zukauskas           6.42                5                   
Normanas            Petrauskas          5.52                6                   
Normanas            Kateiva             8.08                5                   
Normanas            Kazlaukas           5.6                 5.5                 
Normanas            Kateiva             7.34                6.5                 
Normanas            Kazlaukas           5.22                6                   
Normanas            Baranauskas         6.74                6                   
Normantas           Kavaliauskas        6.7                 7                   
Normantas           Butkus              7.44                5                   
Nortautas           Jankauskas          7.62                5                   
Nortautas           Sakalauskas         5.7                 5.5                 
Nortautas           Sakalauskas         8.66                7.5                 
Nortautas           Urbonas             8.3                 6                   
Nortautas           Paulauskas          6.48                6                   
Nortautas           Vasiliauskas        5.84                6                   
Nortautas           Jankauskas          7.58                6                   
Nortautas           Kazlaukas           8.42                5.5                 
Norvilas            Kavaliauskas        7.04                5.5                 
Norvilas            Vasiliauskas        6.1                 6.5                 
Norvilas            Jankauskas          6.76                7                   
Norvilas            Kavaliauskas        8.46                6.5                 
